Topic,Count,Name,Representation,Representative_Docs
36,45,36_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'sama', 'bermitra', 'penurut', 'sungkantakut', 'berpendirian', 'iraq']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
37,44,37_pascabencana_rekonstruksi_bangun_kembali,"['pascabencana', 'rekonstruksi', 'bangun', 'kembali', 'rumah', 'lapangan', 'trauma', 'berat', 'adalah', 'jalan']","['rumah listrik jalan dan infrastruktur akan dipulihkan prabowo bangun kembali adalah arah rekonstruksi pascabencana', 'prabowo bangun kembali dengan rekonstruksi pascabencana hadir langsung untuk ketiga kalinya memastikan rumah yang rusak diganti listrik jalan dan infrastruktur dipulihkan secepatnya negara dan rakyat bergerak bersama dalam semangat gotong royong', 'prabowo bangun kembali infrastruktur yang terdampak bencana rekonstruksi pascabencana']"
38,43,38_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'sama', 'bermitra', 'penurut', 'sungkantakut', 'berpendirian', 'iraq']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
39,43,39_kinerjanya_biasanya_sedikit_kementrian,"['kinerjanya', 'biasanya', 'sedikit', 'kementrian', 'rasanya', 'bagus', 'bawah', 'gimana', 'ya', 'salah']","['biasanya salah satu dari sedikit kementrian yg kinerjanya bagus ya kemenlu sekarang gimana ya rasanya mereka kerja di bawah orang ini', 'biasanya salah satu dari sedikit kementrian yg kinerjanya bagus ya kemenlu sekarang gimana ya rasanya mereka kerja di bawah orang ini', 'biasanya salah satu dari sedikit kementrian yg kinerjanya bagus ya kemenlu sekarang gimana ya rasanya mereka kerja di bawah orang ini']"
40,42,40_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
41,42,41_beradab_nicolas_mengecam_keluarkan,"['beradab', 'nicolas', 'mengecam', 'keluarkan', 'sebagian', 'maduro', 'bangsa', 'besar', 'menculik', 'pemimpin']","['sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia']"
42,42,42_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'sama', 'bermitra', 'penurut', 'sungkantakut', 'berpendirian', 'iraq']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
43,42,43_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'sama', 'bermitra', 'penurut', 'sungkantakut', 'berpendirian', 'iraq']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
44,41,44_ladang_tangerang_jagung_bantarpanjang,"['ladang', 'tangerang', 'jagung', 'bantarpanjang', 'tigaraksa', 'terbengkalai', 'polresta', 'ditumbuhi', 'diresmikan', 'rumput']","['polresta tangerang akan melakukan evaluasi terhadap ladang jagung yang terbengkalai dan ditumbuhi rumput liar di desa bantarpanjang kecamatan tigaraksa kabupaten tangerang banten ladang jagung ini sebelumnya diresmikan wakil presiden ri gibran rakabuming raka untuk program', 'polresta tangerang akan melakukan evaluasi terhadap ladang jagung yang terbengkalai dan ditumbuhi rumput liar di desa bantarpanjang kecamatan tigaraksa kabupaten tangerang banten ladang jagung ini sebelumnya diresmikan wakil presiden ri gibran rakabuming raka untuk program', 'polresta tangerang akan melakukan evaluasi terhadap ladang jagung yang terbengkalai dan ditumbuhi rumput liar di desa bantarpanjang kecamatan tigaraksa kabupaten tangerang banten ladang jagung ini sebelumnya diresmikan wakil presiden ri gibran rakabuming raka untuk program']"
45,41,45_ladang_tangerang_jagung_bantarpanjang,"['ladang', 'tangerang', 'jagung', 'bantarpanjang', 'tigaraksa', 'terbengkalai', 'polresta', 'ditumbuhi', 'diresmikan', 'rumput']","['polresta tangerang akan melakukan evaluasi terhadap ladang jagung yang terbengkalai dan ditumbuhi rumput liar di desa bantarpanjang kecamatan tigaraksa kabupaten tangerang banten ladang jagung ini sebelumnya diresmikan wakil presiden ri gibran rakabuming raka untuk program', 'polresta tangerang akan melakukan evaluasi terhadap ladang jagung yang terbengkalai dan ditumbuhi rumput liar di desa bantarpanjang kecamatan tigaraksa kabupaten tangerang banten ladang jagung ini sebelumnya diresmikan wakil presiden ri gibran rakabuming raka untuk program', 'polresta tangerang akan melakukan evaluasi terhadap ladang jagung yang terbengkalai dan ditumbuhi rumput liar di desa bantarpanjang kecamatan tigaraksa kabupaten tangerang banten ladang jagung ini sebelumnya diresmikan wakil presiden ri gibran rakabuming raka untuk program']"
46,40,46_tau_kalo_diculik_info,"['tau', 'kalo', 'diculik', 'info', 'cari', 'menculik', 'mana', 'sih', 'soal', 'aku']","['kalo mau tau soal presiden diculik cari info di mana ya kalo presiden menculik sih aku udah tau', 'kalo mau tau soal presiden diculik cari info di mana ya kalo presiden menculik sih aku udah tau', 'kalo mau tau soal presiden diculik cari info di mana ya kalo presiden menculik sih aku udah tau']"
47,40,47_wn_brutal_terancam_area,"['wn', 'brutal', 'terancam', 'area', 'bersenjata', 'tambang', 'aksi', 'emas', 'serang', 'kedaulatan']","['kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas', 'kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas']"
48,40,48_hrs_saudi_arabia_dipojokkan,"['hrs', 'saudi', 'arabia', 'dipojokkan', 'ironis', 'reynhard', 'ahlanwasahlanibhrs', 'kriminal', 'super', 'sungguh']","['reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs', 'reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs', 'reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs']"
49,40,49_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'sama', 'bermitra', 'penurut', 'sungkantakut', 'berpendirian', 'iraq']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
50,39,50_tanziha_dimainin_dirapel_ikeu,"['tanziha', 'dimainin', 'dirapel', 'ikeu', 'dikorupsi', 'kualat', 'pakar', 'bgn', 'ingat', 'isinya']","['mbg dirapel buat satu minggu tapi isinya seperti ini jadi ingat kata dewan pakar bgn ikeu tanziha harus bersyukur gw mau tanya nih kira yang begini dikorupsi atau gak pak rakyat kecil jgn dimainin trus nanti kualat cc', 'mbg dirapel buat satu minggu tapi isinya seperti ini jadi ingat kata dewan pakar bgn ikeu tanziha harus bersyukur gw mau tanya nih kira yang begini dikorupsi atau gak pak rakyat kecil jgn dimainin trus nanti kualat cc', 'mbg dirapel buat satu minggu tapi isinya seperti ini jadi ingat kata dewan pakar bgn ikeu tanziha harus bersyukur gw mau tanya nih kira yang begini dikorupsi atau gak pak rakyat kecil jgn dimainin trus nanti kualat cc']"
51,39,51_transportasi_pulihkan_ekonomi_pasca,"['transportasi', 'pulihkan', 'ekonomi', 'pasca', 'bangkit', 'insentif', 'infrastruktur', 'akses', 'darurat', 'mobilitas']","['langkah nyata presiden prabowo pulihkan infrastruktur lewat percepatan pembangunan akses darurat sebagai kunci agar transportasi ekonomi dan kehidupan warga bisa bangkit pasca bencana', 'presiden prabowo memastikan dukungan penuh pemerintah pusat untuk akses transportasi darurat prabowo pulihkan infrastruktur demi ekonomi rakyat bangkit pasca bencana', 'presiden prabowo fokus pada pemulihan akses transportasi prabowo pulihkan infrastruktur agar ekonomi warga bangkit pasca bencana']"
52,39,52_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'sama', 'bermitra', 'penurut', 'sungkantakut', 'berpendirian', 'iraq']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
53,39,53_ilegalmelihat_flora_relevan_masifnya,"['ilegalmelihat', 'flora', 'relevan', 'masifnya', 'memilah', 'kehancuran', 'kematian', 'gelondongan', 'legal', 'kerusakan']","['pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora', 'pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora', 'pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora']"
54,39,54_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'sama', 'bermitra', 'penurut', 'sungkantakut', 'berpendirian', 'iraq']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
55,39,55_aku_mama_kerja_ayah,"['aku', 'mama', 'kerja', 'ayah', 'ibu', 'ku', 'kamu', 'mamah', 'ga', 'kandung']","['ibuku aku broken home aku gatau ayah ku siapa dan dmn bahkan aku gatau muka ayah ku dulu kata nene ibu pernah punya tapi di robek sama ibu karna katanya ga penting dan aku disuru nganggep ayah kandung ku udah gaada selama ini ibu banting tulang kerja utk aku sekolah', 'ternyata ayah kandung aku sejahat itu sama ibu jadi yang bikin aku pengen terus hidup ya ibu karna selama dia hidup aku rasa ibu ga pernah bahagia selalu rasa sakit yang dia terima sepanjang hidupnya ibu aku cuma kerja dan kerja demi aku dan ade i love ibu', 'dan minta maaf sama aku karna ga pernah bisa bikin keluarga yang cemara ibu sampe sekarang masih kerja dan aku sekarang kelas ibu selalu bilang untuk sukses dan kejar cita waktu itu ibu bilang ibu ikhlas kalo aku mau nyari ayah kandung ku tapi aku rasa']"
56,38,56_zon_fadli_komunis_bahaya,"['zon', 'fadli', 'komunis', 'bahaya', 'sebut', 'jawab', 'partai', 'minta', 'china', 'kemenlu']","['fadli zon minta kemenlu jawab amerika yang sebut indonesia dalam bahaya partai komunis china', 'fadli zon minta kemenlu jawab amerika yang sebut indonesia dalam bahaya partai komunis china', 'fadli zon minta kemenlu jawab amerika yang sebut indonesia dalam bahaya partai komunis china']"
57,38,57_juga_aku_gue_kerja,"['juga', 'aku', 'gue', 'kerja', 'ga', 'doang', 'nder', 'tumbler', 'notif', 'udh']","['aku balik lagi kak posisi baru banget pulang kerja terus sama ortu mau di jodohin sama seseorang aku ga mau kak aku juga belum mau nikah katanya hidup itu pilihan tapi kenapa hidup ku ngga pengen kabur rasanya aku juga berhak menentukan pilihan ku sendiri', 'pedoman gue ada di mama dan adik gue kak gue udah sesakit itu liat mama dibawa sengsara trs sm bokap dan adek gue juga yg masi tk harus memahami keadaan adek sm mama gue sering bgt makan sma kerupuk doang sakit hati bgt liatnya doain guys akhir bulan ini gw kerja wml', 'kek mana rumah mau jalan kalo yg kerja aku doang urusan rumah ke aku makan ke aku sekarang utang juga ke aku jadi orang tua ga bisa mikir']"
58,38,58_hrs_saudi_arabia_dipojokkan,"['hrs', 'saudi', 'arabia', 'dipojokkan', 'ironis', 'reynhard', 'ahlanwasahlanibhrs', 'kriminal', 'super', 'sungguh']","['reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs', 'reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs', 'reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs']"
59,38,59_mengegolkannya_selangkah_ruupemilu_menyusun,"['mengegolkannya', 'selangkah', 'ruupemilu', 'menyusun', 'skenario', 'politikus', 'tempo', 'pemilihan', 'sistem', 'ambisi']","['ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada']"
60,37,60_beradab_nicolas_mengecam_keluarkan,"['beradab', 'nicolas', 'mengecam', 'keluarkan', 'sebagian', 'maduro', 'bangsa', 'trump', 'besar', 'menculik']","['sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia']"
61,37,61_ruupemilu_selangkah_menyusun_mengegolkannya,"['ruupemilu', 'selangkah', 'menyusun', 'mengegolkannya', 'skenario', 'politikus', 'tempo', 'pemilihan', 'sistem', 'ambisi']","['ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada']"
62,36,62_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'sama', 'bermitra', 'penurut', 'sungkantakut', 'berpendirian', 'iraq']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
63,36,63_melimpah_nuklirnya_perlakuan_sumberdaya,"['melimpah', 'nuklirnya', 'perlakuan', 'sumberdaya', 'berlalu', 'tampak', 'dijajah', 'nuklir', 'akal', 'aturan']","['dulu dianggap orang gila dengan ambisi nuklirnya sekarang tampak masuk akal perlakuan trump terhadap pelanggaran kedaulatan venezuela bukti bahwa aturan internasional tidak lagi berlalu negara dg sumberdaya melimpah tanpa senjata nuklir hanya nunggu waktu saja untuk dijajah', 'dulu dianggap orang gila dengan ambisi nuklirnya sekarang tampak masuk akal perlakuan trump terhadap pelanggaran kedaulatan venezuela bukti bahwa aturan internasional tidak lagi berlalu negara dg sumberdaya melimpah tanpa senjata nuklir hanya nunggu waktu saja untuk dijajah', 'dulu dianggap orang gila dengan ambisi nuklirnya sekarang tampak masuk akal perlakuan trump terhadap pelanggaran kedaulatan venezuela bukti bahwa aturan internasional tidak lagi berlalu negara dg sumberdaya melimpah tanpa senjata nuklir hanya nunggu waktu saja untuk dijajah']"
